player_id,name,team_id,team_name,total_match,innings,total_wickets,balls,highest_wicket,economy,SR,maidens,avg,runs,bowling_style,overs,dot_balls
31976577,Muhammad Iqbal,9434097,Darebulls,1,1,0,6,0,13.00,0.00,0,0,13,Right-arm medium,1.0,2
28523657,Nikhil Narottam,6269379,TGS Rising Challengers,3,3,0,24,0,13.25,0.00,0,0,53,Right-arm medium,4.0,9
31731649,Nikhil Yadav,2204871,MSC Black Bears,3,3,0,24,0,13.75,0.00,0,0,55,Right-arm fast,4.0,8
31709736,Saad Ahmad,7442593,AMU Sultans,4,4,0,19,0,13.89,0.00,0,0,44,Right-arm fast,3.1,3
38740046,Tanmay Sarbadhyaksha,9434097,Darebulls,3,2,0,9,0,14.00,0.00,0,0,21,Right-arm medium,1.3,0
5677576,Sumanth Pulluru,2623314,TSV Darmstadt United,3,1,0,6,0,16.00,0.00,0,0,16,Right-arm medium,1.0,2
31717293,Sudhanshu Kumar,6290732,TSV Frankfurt Garuda,3,1,0,6,0,16.00,0.00,0,0,16,Right-arm medium,1.0,3
38698051,Mathew Alex,7989971,Mainz Cricket Club,3,3,0,14,0,16.29,0.00,0,0,38,Right-arm fast,2.2,6
38851699,Vivek Shankar,9428609,Hanau Pioneers,4,1,0,11,0,16.91,0.00,0,0,31,Right-arm fast,1.5,6
33438132,Sarath Menon,7989971,Mainz Cricket Club,3,3,0,22,0,17.18,0.00,0,0,63,Right-arm fast,3.4,4
31713333,Wasiq Khursheed,7442593,AMU Sultans,2,1,0,6,0,18.00,0.00,0,0,18,Right-arm medium,1.0,2
33447681,Jomon,7989971,Mainz Cricket Club,3,3,0,32,0,18.94,0.00,0,0,101,Right-arm fast,5.2,7
5600861,Varun C,9435425,SG Malchen,3,1,0,6,0,20.00,0.00,0,0,20,Right-arm medium,1.0,0
38158525,Imran Khan,9304922,Wetzlar Sixers,3,1,0,6,0,20.00,0.00,0,0,20,Right-arm fast,1.0,0
